R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,total_time_fought(sec),no_of_rounds,Red_win,R_Height,R_Weight,R_Reach,R_KO_win_%,R_Sub_win_%,R_Stance_Orthodox,R_Stance_Southpaw,R_num_fights,R_record,R_age,B_Height,B_Weight,B_Reach,B_KO_win_%,B_Sub_win_%,B_Stance_Orthodox,B_Stance_Southpaw,B_num_fights,B_record,B_age,Bantamweight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight
Seohee Ham,Danielle Taylor,0,0,0.3,0.27,0.0,0.0,0,0,1,0,0,0,2016-11-26,0,103,31,162,45,104,32,162,45,1,0,2,0,93,24,150,37,9,6,8,5,1,1,4,3,103,31,162,45,0,0,0,0,0,0,0,0,0,900,3,0,62.0,115.0,62.0,0.0,0.0,0,1,3,0.3333333333333333,29.72271846786724,60.0,115.0,60.0,0.0,0.0,1,0,1,0.0,27.088851927144294,0,0,0,0,0,0,0,0,0,0,0,1
Joshua Burkman,Forrest Petz,1,0,0.5,0.47,0.23,0.0,2,0,0,0,0,1,2007-10-20,0,87,44,138,65,95,51,187,113,13,3,0,0,71,34,91,30,10,5,45,33,6,5,2,2,69,33,105,40,12,5,29,24,6,6,4,1,0,900,3,1,70.0,170.0,72.0,0.16666666666666666,0.3333333333333333,1,0,6,0.6666666666666666,27.526917048262455,69.0,170.0,71.0,0.0,0.25,1,0,4,0.5,32.07731849387736,0,0,0,0,0,0,0,1,0,0,0,0
Brian Foster,Forrest Petz,1,0,0.62,0.14,0.0,0.0,0,0,0,0,0,0,2010-09-15,0,27,17,7,1,32,20,7,1,0,0,0,0,25,15,6,1,1,1,1,0,1,1,0,0,8,6,7,1,0,0,0,0,19,11,0,0,0,67,3,1,69.0,170.0,71.0,0.3333333333333333,0.6666666666666666,1,0,3,0.3333333333333333,26.450919594515973,69.0,170.0,71.0,0.0,0.16666666666666666,1,0,6,0.3333333333333333,34.98223782829216,0,0,0,0,0,0,0,1,0,0,0,0
Marcus Davis,Forrest Petz,0,0,0.66,0.27,0.0,0.0,1,0,0,0,0,0,2006-10-10,0,50,33,18,5,88,66,35,19,0,0,0,0,33,17,14,2,9,8,3,2,8,8,1,1,11,5,9,1,24,20,9,4,15,8,0,0,0,298,3,1,70.0,170.0,70.0,1.0,0.0,0,1,1,0.0,33.12867478456094,69.0,170.0,71.0,0.0,0.0,1,0,1,1.0,31.050603366256667,0,0,0,0,0,0,0,1,0,0,0,0
Kuniyoshi Hironaka,Forrest Petz,0,0,0.57,0.2,0.41,0.0,1,0,10,0,0,1,2007-04-05,1,45,26,35,7,138,115,54,26,12,5,0,0,38,20,28,4,4,4,3,1,3,2,4,2,14,4,27,4,4,3,8,3,27,19,0,0,0,900,3,1,70.0,168.0,70.0,0.0,0.0,1,0,1,0.0,30.798715921613724,69.0,170.0,71.0,0.0,0.5,1,0,2,0.5,31.53521290649363,0,0,0,0,0,0,0,1,0,0,0,0
Joshua Burkman,Drew Fickett,0,0,0.77,0.25,0.0,0.0,1,0,0,0,0,0,2006-01-16,1,9,7,8,2,10,8,8,2,0,0,0,0,3,1,5,1,0,0,2,1,6,6,1,0,5,3,7,1,4,4,1,1,0,0,0,0,0,67,3,1,70.0,170.0,72.0,1.0,0.0,1,0,1,1.0,25.769180749775835,70.0,155.0,70.0,0.3333333333333333,0.6666666666666666,1,0,3,0.6666666666666666,26.09225377660048,0,0,0,0,0,0,0,1,0,0,0,0
Karo Parisyan,Drew Fickett,0,0,0.38,0.36,0.75,0.14,0,0,5,0,0,0,2006-12-13,0,147,56,128,47,196,101,145,63,4,3,7,1,146,55,92,21,1,1,13,11,0,0,23,15,96,33,91,27,27,10,17,9,24,13,20,11,0,900,3,1,70.0,170.0,72.0,0.14285714285714285,0.14285714285714285,1,0,7,0.7142857142857143,24.293448873009027,70.0,155.0,70.0,0.2,0.8,1,0,5,0.6,26.998500995913673,0,0,0,0,0,0,0,1,0,0,0,0
Lyoto Machida,Mauricio Rua,0,1,0.81,0.6,1.0,0.0,0,0,2,1,0,0,2010-05-08,0,11,9,28,17,12,10,35,24,2,2,1,0,7,6,20,11,3,3,1,1,1,0,7,5,7,5,18,7,3,3,4,4,1,1,6,6,1,215,5,0,73.0,185.0,74.0,0.25,0.125,0,1,8,1.0,31.94042314352793,73.0,205.0,76.0,0.5,0.25,1,0,4,0.5,28.449591709617582,0,0,0,0,1,0,0,0,0,0,0,0
Lyoto Machida,Mauricio Rua,0,0,0.32,0.54,0.0,0.0,0,0,0,0,0,0,2009-10-24,0,108,35,146,80,113,39,148,82,0,0,4,0,62,11,46,15,32,21,29,16,14,3,71,49,87,25,105,48,21,10,41,32,0,0,0,0,1,1500,5,1,73.0,185.0,74.0,0.2857142857142857,0.14285714285714285,0,1,7,1.0,31.403793370158184,73.0,205.0,76.0,0.6666666666666666,0.3333333333333333,1,0,3,0.6666666666666666,27.912961936247836,0,0,0,0,1,0,0,0,0,0,0,0
Luiz Cane,Rameau Thierry Sokoudjou,1,0,0.52,0.34,0.0,0.0,0,0,0,0,0,0,2008-10-18,0,78,41,82,28,78,41,82,28,0,0,1,0,72,37,65,16,5,3,9,8,1,1,8,4,60,28,78,27,5,2,4,1,13,11,0,0,0,555,3,1,74.0,185.0,77.0,0.5,0.0,0,1,2,0.5,27.48584844315763,70.0,205.0,78.0,0.5,0.5,1,0,2,0.5,24.501529805540155,0,0,0,0,1,0,0,0,0,0,0,0
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,1,0,0.56,0.26,0.0,0.0,0,0,0,0,0,0,2008-05-24,1,46,26,23,6,49,29,23,6,0,0,0,0,27,7,18,1,6,6,5,5,13,13,0,0,40,20,23,6,4,4,0,0,2,2,0,0,0,300,3,1,70.0,205.0,78.0,0.0,1.0,1,0,1,0.0,24.099057475512843,71.0,205.0,70.0,0.0,0.0,1,0,1,0.0,28.85753985365887,0,0,0,0,1,0,0,0,0,0,0,0
Lyoto Machida,David Heath,1,0,0.66,0.17,0.0,0.0,1,0,4,0,0,0,2007-04-21,0,101,67,46,8,115,80,59,20,0,0,1,0,65,34,35,3,18,16,6,3,18,17,5,2,60,38,43,7,12,11,3,1,29,18,0,0,0,900,3,1,73.0,185.0,74.0,0.0,0.0,0,1,1,1.0,28.89313264474972,71.0,205.0,72.0,0.0,0.5,1,0,2,1.0,31.192974530620067,0,0,0,0,1,0,0,0,0,0,0,0
Renato Sobral,David Heath,0,0,0.63,0.54,0.5,0.0,3,0,1,0,0,0,2007-08-25,1,95,60,11,6,175,126,41,33,2,1,0,0,80,45,11,6,14,14,0,0,1,1,0,0,7,2,4,1,1,1,0,0,87,57,7,5,0,510,3,1,73.0,205.0,75.0,0.3333333333333333,0.3333333333333333,1,0,9,0.5555555555555556,31.965064306590826,71.0,205.0,72.0,0.0,0.3333333333333333,1,0,3,0.6666666666666666,31.53795081350062,0,0,0,0,1,0,0,0,0,0,0,0
Cesar Arzamendia,Damien Brown,0,2,0.62,0.52,0.0,0.0,1,0,0,1,0,0,2016-07-30,0,27,17,42,22,27,17,46,25,0,0,0,0,21,11,40,20,5,5,1,1,1,1,1,1,23,14,19,8,4,3,4,2,0,0,19,12,0,147,3,0,71.0,155.0,71.0,1.0,0.0,1,0,1,0.0,25.495390049076985,70.0,155.0,68.0,0.0,0.0,1,0,1,0.0,31.595446860647378,0,0,0,0,0,1,0,0,0,0,0,0
Iuri Alcantara,Leandro Issa,0,0,0.52,0.47,0.0,0.1,0,0,4,4,0,0,2015-08-01,0,101,53,55,26,114,65,70,37,0,0,10,1,86,42,40,21,13,10,3,2,2,1,12,3,65,31,32,13,16,8,0,0,20,14,23,13,0,900,3,1,69.0,135.0,71.0,0.2,0.0,0,1,10,0.6,34.99045154931313,67.0,135.0,69.0,0.0,1.0,1,0,3,0.6666666666666666,31.86649965433924,1,0,0,0,0,0,0,0,0,0,0,0
Taylor Lapilus,Leandro Issa,0,0,0.43,0.31,0.0,0.21,0,0,0,0,0,0,2016-09-03,0,146,63,61,19,168,84,68,23,0,0,14,3,130,49,38,6,14,12,13,6,2,2,10,7,115,38,58,16,26,21,3,3,5,4,0,0,0,900,3,1,66.0,135.0,73.0,0.3333333333333333,0.0,0,1,3,0.6666666666666666,24.405703060295558,67.0,135.0,69.0,0.0,0.75,1,0,4,0.5,32.958924550127655,1,0,0,0,0,0,0,0,0,0,0,0
Jumabieke Tuerxun,Leandro Issa,0,0,0.25,0.31,0.0,0.25,0,3,0,5,0,1,2014-07-06,1,127,33,139,44,134,40,170,71,0,0,8,2,107,24,113,23,15,5,7,4,5,4,19,17,124,31,135,42,1,0,0,0,2,2,4,2,0,829,3,0,67.0,135.0,67.0,0.0,0.0,1,0,1,0.0,28.219607521030547,67.0,135.0,69.0,0.0,1.0,1,0,1,0.0,30.795978014606735,1,0,0,0,0,0,0,0,0,0,0,0
Ian McCall,Iliarde Santos,0,0,0.4,0.25,0.2,0.14,0,0,1,0,0,0,2013-08-03,0,226,92,172,43,241,104,176,46,5,1,7,1,139,34,158,32,30,14,10,7,57,44,4,4,209,86,165,41,7,2,5,0,10,4,2,2,0,900,3,1,65.0,125.0,64.0,0.0,0.0,1,0,3,0.0,29.24084683463726,65.0,125.0,66.0,1.0,0.0,1,0,1,0.0,32.85488408386209,0,0,1,0,0,0,0,0,0,0,0,0
Vinc Pichel,Garett Whiteley,0,0,0.54,0.61,0.66,0.0,1,2,8,0,0,0,2014-01-15,0,81,44,72,44,123,83,86,56,12,8,0,0,56,20,38,16,7,7,24,19,18,17,10,9,39,12,33,13,15,15,20,18,27,17,19,13,0,900,3,1,70.0,155.0,72.0,1.0,0.0,1,0,1,0.0,31.146430111501264,72.0,155.0,72.0,1.0,0.0,1,0,1,0.0,33.090344086463105,0,0,0,0,0,1,0,0,0,0,0,0
David Michaud,Garett Whiteley,0,0,0.55,0.46,1.0,0.0,0,0,4,0,0,0,2014-12-13,0,140,77,161,75,204,123,207,112,4,4,1,0,111,56,119,41,22,17,27,22,7,4,15,12,99,48,131,56,15,10,13,7,26,19,17,12,0,900,3,1,69.0,155.0,72.0,0.0,0.0,1,0,1,0.0,26.08951586959349,72.0,155.0,72.0,0.5,0.0,1,0,2,0.0,33.99932921278329,0,0,0,0,0,1,0,0,0,0,0,0
Thomas Almeida,Anthony Birchak,1,0,0.48,0.29,0.0,0.0,0,0,0,0,0,0,2015-11-07,0,50,24,91,27,52,26,91,27,0,0,5,0,44,19,71,16,5,4,10,3,1,1,10,8,43,18,84,24,7,6,7,3,0,0,0,0,0,264,3,1,67.0,135.0,70.0,0.6666666666666666,0.0,0,1,3,1.0,24.27154561695312,68.0,135.0,69.0,0.5,0.5,1,0,2,0.5,29.47904474424526,1,0,0,0,0,0,0,0,0,0,0,0
Joe Soto,Anthony Birchak,0,2,0.11,0.41,0.0,0.0,0,0,0,0,0,0,2015-06-06,0,9,1,39,16,9,1,41,18,0,0,0,0,7,1,32,11,0,0,3,2,2,0,4,3,8,1,20,5,1,0,15,9,0,0,4,2,0,97,3,0,66.0,135.0,65.0,1.0,0.0,1,0,1,0.0,28.208655893002593,68.0,135.0,69.0,0.0,1.0,1,0,1,0.0,29.05740706516903,1,0,0,0,0,0,0,0,0,0,0,0
Sabah Homasi,Abdul Razak Alhassan,0,1,0.32,0.39,0.5,0.0,0,0,0,0,0,0,2018-01-20,0,25,8,33,13,26,9,42,20,2,1,0,0,19,3,29,11,6,5,1,0,0,0,3,2,20,4,28,11,5,4,5,2,0,0,0,0,0,227,3,0,72.0,170.0,72.0,1.0,0.0,1,0,2,0.0,29.254536369672206,70.0,170.0,73.0,0.6666666666666666,0.0,1,0,3,0.6666666666666666,32.444198032813816,0,0,0,0,0,0,0,1,0,0,0,0
Sabah Homasi,Abdul Razak Alhassan,0,1,0.65,0.44,0.0,0.33,0,0,0,0,0,0,2017-12-02,0,60,39,61,27,62,41,70,34,2,0,3,1,42,23,55,22,14,12,2,2,4,4,4,3,33,16,48,18,22,18,13,9,5,5,0,0,0,261,3,0,72.0,170.0,72.0,1.0,0.0,1,0,1,0.0,29.120378926329767,70.0,170.0,73.0,0.5,0.0,1,0,2,0.5,32.31004058947138,0,0,0,0,0,0,0,1,0,0,0,0
Mads Burnell,Mike Santiago,0,0,0.58,0.64,0.42,1.0,1,2,11,3,1,1,2018-01-14,0,34,20,79,51,169,110,127,95,7,3,3,3,34,20,56,34,0,0,14,11,0,0,9,6,15,5,29,13,1,1,28,22,18,14,22,16,0,900,3,1,68.0,145.0,69.0,0.0,1.0,1,0,1,0.0,23.860859565904843,70.0,145.0,69.0,0.0,1.0,1,0,1,0.0,28.466019151659513,0,1,0,0,0,0,0,0,0,0,0,0
Santiago Ponzinibbio,Andreas Stahl,1,0,0.62,0.41,0.0,1.0,0,0,0,0,0,0,2015-12-10,1,77,48,34,14,78,49,35,14,0,0,2,2,63,35,23,5,7,6,5,4,7,7,6,5,73,45,34,14,2,1,0,0,2,2,0,0,0,265,3,1,72.0,170.0,73.0,0.5,0.0,1,0,4,0.5,29.20525404354641,71.0,170.0,73.0,0.0,0.0,1,0,1,0.0,27.55703402533933,0,0,0,0,0,0,0,1,0,0,0,0
Frankie Saenz,Sirwan Kakai,0,0,0.43,0.48,0.16,0.33,1,0,0,0,0,0,2015-08-08,0,183,80,113,55,195,91,121,62,6,1,9,3,142,48,82,29,32,23,16,13,9,9,15,13,128,45,100,47,49,31,13,8,6,4,0,0,0,900,3,1,66.0,135.0,66.0,0.0,0.0,1,0,2,1.0,34.98771364230614,65.0,135.0,66.0,0.0,0.0,1,0,1,1.0,25.845842145971513,1,0,0,0,0,0,0,0,0,0,0,0
Felice Herrig,Justine Kish,0,0,0.5,0.55,0.4,0.0,1,0,15,2,0,1,2017-06-25,0,93,47,72,40,182,131,84,50,5,2,2,0,86,40,57,28,7,7,10,8,0,0,5,4,63,24,58,28,2,1,6,5,28,22,8,7,0,900,3,1,64.0,115.0,65.0,0.0,0.5,1,0,4,0.75,32.76727105963846,65.0,125.0,64.0,0.0,0.0,1,0,2,1.0,29.199778229532434,0,0,0,0,0,0,0,0,0,0,0,1
Felice Herrig,Kailin Curran,0,0,0.43,0.29,1.0,0.0,1,0,2,0,0,0,2016-07-23,0,30,13,17,5,32,15,19,7,1,1,0,0,19,5,16,4,7,5,1,1,4,3,0,0,30,13,17,5,0,0,0,0,0,0,0,0,0,119,3,1,64.0,115.0,65.0,0.0,0.5,1,0,2,0.5,31.844596398283333,64.0,115.0,65.0,0.3333333333333333,0.6666666666666666,1,0,3,0.3333333333333333,25.284571209538868,0,0,0,0,0,0,0,0,0,0,0,1
Alex Chambers,Kailin Curran,0,0,0.4,0.42,0.4,0.5,2,0,0,1,0,0,2015-05-09,0,109,44,190,81,121,53,239,123,5,2,4,2,63,18,146,50,21,14,22,13,25,12,22,18,88,34,140,54,21,10,37,18,0,0,13,9,0,795,3,1,63.0,115.0,63.0,0.0,1.0,0,1,1,0.0,36.537369008261635,64.0,115.0,65.0,1.0,0.0,1,0,1,0.0,24.077154219456936,0,0,0,0,0,0,0,0,0,0,0,1
Amanda Cooper,Angela Magana,0,0,0.66,0.38,0.33,0.0,1,0,9,0,0,0,2017-12-02,0,60,40,31,12,184,131,38,17,3,1,1,0,54,34,19,3,6,6,8,6,0,0,4,3,19,4,29,10,3,2,1,1,38,34,1,1,0,574,3,1,63.0,115.0,64.0,0.0,0.6666666666666666,0,0,3,0.3333333333333333,26.114157032656387,61.0,115.0,65.0,0.0,0.5,1,0,2,0.0,34.336091774642874,0,0,0,0,0,0,0,0,0,0,0,1
Michael Bisping,Georges St-Pierre,0,1,0.25,0.49,0.0,0.75,0,1,0,2,0,0,2017-11-04,0,106,27,119,59,128,49,131,68,0,0,4,3,92,20,92,41,6,1,12,5,8,6,15,13,104,25,92,39,0,0,1,1,2,2,26,19,1,863,5,0,73.0,185.0,75.0,0.4444444444444444,0.037037037037037035,1,0,27,0.7407407407407407,38.68388810174062,71.0,185.0,76.0,0.2857142857142857,0.14285714285714285,1,0,21,0.9047619047619048,36.46344551907294,0,0,0,0,0,0,1,0,0,0,0,0
Matt Hughes,Georges St-Pierre,0,0,0.28,0.35,0.28,1.0,2,0,3,0,0,0,2004-10-22,0,14,4,17,6,21,8,24,12,7,2,1,1,13,3,15,4,1,1,2,2,0,0,0,0,11,3,16,5,1,1,1,1,2,0,0,0,1,299,5,1,69.0,170.0,73.0,0.45454545454545453,0.2727272727272727,0,0,11,0.8181818181818182,31.025962203193767,71.0,185.0,76.0,0.5,0.0,1,0,2,1.0,23.42827025880066,0,0,0,0,0,0,0,1,0,0,0,0
Matt Serra,Georges St-Pierre,2,0,0.5,0.26,0.0,0.0,0,0,1,0,0,0,2007-04-07,0,40,20,23,6,40,20,23,6,0,0,1,0,31,13,20,4,5,3,0,0,4,4,3,2,29,13,23,6,0,0,0,0,11,7,0,0,1,205,5,1,66.0,170.0,68.0,0.1111111111111111,0.1111111111111111,1,0,9,0.5555555555555556,32.846670362841124,71.0,185.0,76.0,0.375,0.25,1,0,8,0.875,25.88417284406935,0,0,0,0,0,0,0,1,0,0,0,0
Michael Bisping,Thales Leites,0,0,0.41,0.4,0.0,0.25,0,0,0,0,0,0,2015-07-18,0,277,115,194,79,281,117,197,80,0,0,4,1,229,73,156,49,10,6,15,9,38,36,23,21,270,108,179,73,5,5,15,6,2,2,0,0,0,1500,5,1,73.0,185.0,75.0,0.4782608695652174,0.043478260869565216,1,0,23,0.6956521739130435,36.38404621587028,73.0,185.0,78.0,0.15384615384615385,0.3076923076923077,1,0,13,0.7692307692307693,33.86243386243386,0,0,0,0,0,0,1,0,0,0,0,0
Ed Herman,Thales Leites,0,0,0.37,0.57,0.0,0.37,0,0,0,13,0,0,2013-11-16,1,37,14,35,20,76,51,66,47,0,0,8,3,31,9,33,19,3,2,2,1,3,3,0,0,21,5,14,8,13,7,4,2,3,2,17,10,0,900,3,0,73.0,205.0,77.0,0.21428571428571427,0.42857142857142855,1,0,14,0.5714285714285714,33.123198970546966,73.0,185.0,78.0,0.0,0.3333333333333333,1,0,9,0.6666666666666666,32.195048495177865,0,0,0,0,0,0,1,0,0,0,0,0
Anderson Silva,Thales Leites,0,0,0.67,0.18,0.0,0.07,0,0,0,1,0,0,2009-04-18,0,139,94,54,10,155,106,64,18,0,0,14,1,71,35,42,3,11,8,5,1,57,51,7,6,106,66,51,10,4,4,1,0,29,24,2,0,1,1500,5,1,74.0,185.0,77.0,0.75,0.25,0,1,8,1.0,34.01301874781823,73.0,185.0,78.0,0.0,0.5,1,0,6,0.8333333333333334,27.614530072486087,0,0,0,0,0,0,1,0,0,0,0,0
Gegard Mousasi,Thales Leites,0,0,0.47,0.24,0.0,0.0,0,0,1,0,0,0,2016-02-27,0,171,81,70,17,187,95,72,19,0,0,10,0,141,55,60,12,11,11,3,0,19,15,7,5,154,66,69,17,9,9,1,0,8,6,0,0,0,900,3,1,74.0,185.0,76.0,0.2857142857142857,0.2857142857142857,1,0,7,0.5714285714285714,30.574207547040665,73.0,185.0,78.0,0.14285714285714285,0.2857142857142857,1,0,14,0.7142857142857143,34.47572503199929,0,0,0,0,0,0,1,0,0,0,0,0
Francis Carmont,Thales Leites,0,1,0.35,0.41,0.0,0.0,0,0,0,0,0,0,2014-08-23,0,51,18,43,18,51,18,44,19,1,0,1,0,39,9,33,11,4,2,6,3,8,7,4,4,49,16,31,12,2,2,9,5,0,0,3,1,0,320,3,0,75.0,205.0,78.0,0.0,0.25,1,0,8,0.75,32.86583571189004,73.0,185.0,78.0,0.09090909090909091,0.2727272727272727,1,0,11,0.7272727272727273,32.96166245713464,0,0,0,0,0,0,1,0,0,0,0,0
Alessio Sakara,Thales Leites,0,0,0.28,0.21,0.0,0.33,0,0,0,6,1,0,2009-08-08,0,83,24,102,22,84,25,120,35,0,0,12,4,75,18,95,15,8,6,1,1,0,0,6,6,78,22,81,14,0,0,2,0,5,2,19,8,0,900,3,1,72.0,185.0,72.0,0.6666666666666666,0.1111111111111111,1,0,9,0.4444444444444444,27.932127285296755,73.0,185.0,78.0,0.0,0.42857142857142855,1,0,7,0.7142857142857143,27.9211756572688,0,0,0,0,0,0,1,0,0,0,0,0
Michael Bisping,Cung Le,1,0,0.34,0.34,0.0,0.0,0,0,0,0,0,0,2014-08-23,0,270,92,110,38,270,92,110,38,0,0,0,0,236,68,67,9,24,16,33,19,10,8,10,10,265,88,110,38,2,2,0,0,3,2,0,0,0,957,5,1,73.0,185.0,75.0,0.5,0.0,1,0,20,0.7,35.48327481057106,69.0,185.0,69.0,0.6666666666666666,0.0,0,1,3,0.6666666666666666,42.24590511783267,0,0,0,0,0,0,1,0,0,0,0,0
Rich Franklin,Cung Le,0,1,0.57,0.5,0.0,0.0,0,0,0,0,0,0,2012-11-10,0,21,12,16,8,21,12,16,8,0,0,0,0,14,6,11,4,0,0,3,2,7,6,2,2,21,12,16,8,0,0,0,0,0,0,0,0,0,137,5,0,73.0,185.0,75.0,0.631578947368421,0.05263157894736842,0,1,19,0.7368421052631579,38.10071390925207,69.0,185.0,69.0,0.5,0.0,0,1,2,0.5,40.463527656283155,0,0,0,0,0,0,1,0,0,0,0,0
Michael Bisping,Tim Kennedy,0,0,0.29,0.48,0.0,0.45,0,0,0,11,0,0,2014-04-16,0,137,40,106,51,151,53,141,76,0,0,11,5,128,35,78,32,8,4,19,12,1,1,9,7,135,38,82,36,2,2,7,6,0,0,17,9,0,1500,5,0,73.0,185.0,75.0,0.5263157894736842,0.0,1,0,19,0.7368421052631579,35.130084806669544,71.0,185.0,74.0,0.5,0.0,1,0,2,1.0,34.62357201037667,0,0,0,0,0,0,1,0,0,0,0,0
Michael Bisping,Brian Stann,0,0,0.45,0.4,0.3,0.0,0,0,3,0,0,1,2012-09-22,0,141,64,141,57,168,88,158,72,13,4,0,0,119,46,102,27,10,7,17,10,12,11,22,20,115,50,124,46,21,13,14,9,5,1,3,2,0,900,3,1,73.0,185.0,75.0,0.5625,0.0,1,0,16,0.75,33.56673990567911,73.0,205.0,74.0,0.3333333333333333,0.3333333333333333,1,0,9,0.6666666666666666,31.9951812836677,0,0,0,0,0,0,1,0,0,0,0,0
Chris Leben,Brian Stann,0,3,0.28,0.6,0.0,0.0,0,1,0,0,0,0,2011-01-01,1,25,7,50,30,34,16,69,48,2,0,0,0,16,2,40,22,5,3,8,7,4,2,2,1,15,3,19,10,10,4,18,12,0,0,13,8,0,217,3,0,71.0,185.0,74.0,0.4375,0.25,0,1,16,0.6875,30.448263824719195,73.0,205.0,74.0,0.0,0.4,1,0,5,0.6,30.27029986926494,0,0,0,0,0,0,1,0,0,0,0,0
Wanderlei Silva,Brian Stann,2,1,0.51,0.56,0.0,0.0,0,0,0,0,0,0,2013-03-02,0,83,43,76,43,97,49,103,65,2,0,0,0,76,37,51,23,6,5,12,9,1,1,13,11,65,30,56,31,13,8,20,12,5,5,0,0,0,548,5,1,71.0,205.0,74.0,0.5454545454545454,0.0,1,0,11,0.36363636363636365,36.66331273058311,73.0,205.0,74.0,0.3,0.3,1,0,10,0.6,32.43598431179285,0,0,0,0,1,0,0,0,0,0,0,0
Chael Sonnen,Brian Stann,0,0,0.73,0.25,0.66,0.0,1,0,8,0,0,0,2011-10-08,0,38,28,8,2,125,106,33,24,6,4,0,0,21,14,6,0,16,14,1,1,1,0,1,1,3,0,5,1,7,6,3,1,28,22,0,0,0,531,3,1,73.0,205.0,74.0,0.0,0.5,0,1,8,0.5,34.51405573009713,73.0,205.0,74.0,0.2857142857142857,0.2857142857142857,1,0,7,0.7142857142857143,31.03691383122172,0,0,0,0,0,0,1,0,0,0,0,0
Michael Bisping,Jason Miller,0,0,0.53,0.22,0.0,0.09,0,0,0,0,0,0,2011-12-03,1,192,102,119,27,244,150,131,38,0,0,11,1,174,86,106,17,14,12,11,8,4,4,2,2,137,65,105,20,17,11,11,4,38,26,3,3,0,814,5,1,73.0,185.0,75.0,0.5714285714285714,0.0,1,0,14,0.7857142857142857,32.761795245624484,73.0,185.0,72.0,0.0,0.0,1,0,1,0.0,30.941087085977124,0,0,0,0,0,0,1,0,0,0,0,0
Michael Bisping,Jorge Rivera,1,0,0.4,0.15,0.37,0.0,0,0,0,0,0,0,2011-02-26,0,123,50,53,8,132,57,54,9,8,3,0,0,113,40,48,6,5,5,3,0,5,5,2,2,89,28,52,8,23,15,1,0,11,7,0,0,0,414,3,1,73.0,185.0,75.0,0.5384615384615384,0.0,1,0,13,0.7692307692307693,31.9951812836677,73.0,185.0,73.0,0.5,0.25,1,0,12,0.5833333333333334,38.99600950053731,0,0,0,0,0,0,1,0,0,0,0,0
Chris Leben,Jorge Rivera,1,0,0.58,0.5,1.0,0.0,0,0,1,0,0,0,2006-01-16,1,17,10,10,5,23,16,11,6,1,1,0,0,11,6,8,3,6,4,2,2,0,0,0,0,5,0,6,2,7,5,4,3,5,5,0,0,0,104,3,1,71.0,185.0,74.0,0.3333333333333333,0.3333333333333333,0,1,3,1.0,25.489914235063004,73.0,185.0,73.0,0.0,0.5,1,0,4,0.5,33.88433711848977,0,0,0,0,0,0,1,0,0,0,0,0
Rich Franklin,Jorge Rivera,1,0,0.56,0.53,1.0,0.0,1,0,5,0,0,0,2004-10-22,0,73,41,41,22,116,84,81,60,3,3,1,0,51,27,24,9,19,11,17,13,3,3,0,0,14,6,14,5,45,26,27,17,14,9,0,0,0,868,3,1,73.0,185.0,75.0,1.0,0.0,0,1,2,1.0,30.04852940169887,73.0,185.0,73.0,0.0,0.5,1,0,2,0.5,32.64954105833795,0,0,0,0,0,0,1,0,0,0,0,0
Nate Quarry,Jorge Rivera,0,3,0.26,0.44,0.0,0.0,0,0,0,0,0,0,2010-03-31,0,71,19,65,29,72,19,104,58,1,0,0,0,52,4,58,24,4,2,4,3,15,13,3,2,60,17,37,15,11,2,20,10,0,0,8,4,0,329,3,0,72.0,185.0,72.0,0.6666666666666666,0.1111111111111111,0,0,9,0.7777777777777778,38.03500414108435,73.0,185.0,73.0,0.45454545454545453,0.2727272727272727,1,0,11,0.5454545454545454,38.08702437421713,0,0,0,0,0,0,1,0,0,0,0,0
Martin Kampmann,Jorge Rivera,0,0,0.44,0.33,1.0,0.0,2,1,2,0,0,0,2008-06-07,0,9,4,6,2,24,17,7,3,1,1,0,0,7,2,4,0,2,2,0,0,0,0,2,2,4,1,6,2,1,1,0,0,4,2,0,0,0,164,3,1,72.0,170.0,72.0,0.0,0.6666666666666666,1,0,3,1.0,26.14153610272627,73.0,185.0,73.0,0.5,0.25,1,0,8,0.5,36.274529935590735,0,0,0,0,0,0,1,0,0,0,0,0
